store_id,uniq_id,inventory
3042,e35840f193b8d1aa6689c534821c2c09,0
3051,e35840f193b8d1aa6689c534821c2c09,7
3128,e35840f193b8d1aa6689c534821c2c09,3
3278,e35840f193b8d1aa6689c534821c2c09,7
3351,e35840f193b8d1aa6689c534821c2c09,2
3597,e35840f193b8d1aa6689c534821c2c09,3
3720,e35840f193b8d1aa6689c534821c2c09,7
3867,e35840f193b8d1aa6689c534821c2c09,2
4023,e35840f193b8d1aa6689c534821c2c09,2
4024,e35840f193b8d1aa6689c534821c2c09,3
4033,e35840f193b8d1aa6689c534821c2c09,4
4163,e35840f193b8d1aa6689c534821c2c09,1
836,a540c2437d4f4155250462d699385bbb,10
1069,a540c2437d4f4155250462d699385bbb,5
1325,a540c2437d4f4155250462d699385bbb,3
1583,a540c2437d4f4155250462d699385bbb,0
1498,a540c2437d4f4155250462d699385bbb,5
1499,a540c2437d4f4155250462d699385bbb,8
1518,a540c2437d4f4155250462d699385bbb,4
1771,a540c2437d4f4155250462d699385bbb,2
2185,a540c2437d4f4155250462d699385bbb,9
2338,a540c2437d4f4155250462d699385bbb,10
2437,a540c2437d4f4155250462d699385bbb,2
2689,a540c2437d4f4155250462d699385bbb,4
3039,a540c2437d4f4155250462d699385bbb,5
3040,a540c2437d4f4155250462d699385bbb,2
3042,a540c2437d4f4155250462d699385bbb,7
3051,a540c2437d4f4155250462d699385bbb,4
3128,a540c2437d4f4155250462d699385bbb,7
3278,a540c2437d4f4155250462d699385bbb,1
3351,a540c2437d4f4155250462d699385bbb,7
3597,a540c2437d4f4155250462d699385bbb,6
3720,a540c2437d4f4155250462d699385bbb,2
3867,a540c2437d4f4155250462d699385bbb,5
4023,a540c2437d4f4155250462d699385bbb,1
4024,a540c2437d4f4155250462d699385bbb,8
4033,a540c2437d4f4155250462d699385bbb,1
4163,a540c2437d4f4155250462d699385bbb,4
836,63d8e0ba48c6f4c2544b009491c80201,8
1069,63d8e0ba48c6f4c2544b009491c80201,1
1325,63d8e0ba48c6f4c2544b009491c80201,7
1583,63d8e0ba48c6f4c2544b009491c80201,2
1498,63d8e0ba48c6f4c2544b009491c80201,1
1499,63d8e0ba48c6f4c2544b009491c80201,4
1518,63d8e0ba48c6f4c2544b009491c80201,10
1771,63d8e0ba48c6f4c2544b009491c80201,3
2185,63d8e0ba48c6f4c2544b009491c80201,8
2338,63d8e0ba48c6f4c2544b009491c80201,0
2437,63d8e0ba48c6f4c2544b009491c80201,2
2689,63d8e0ba48c6f4c2544b009491c80201,3
3039,63d8e0ba48c6f4c2544b009491c80201,4
3040,63d8e0ba48c6f4c2544b009491c80201,3
3042,63d8e0ba48c6f4c2544b009491c80201,1
3051,63d8e0ba48c6f4c2544b009491c80201,1
3128,63d8e0ba48c6f4c2544b009491c80201,5
3278,63d8e0ba48c6f4c2544b009491c80201,6
3351,63d8e0ba48c6f4c2544b009491c80201,1
3597,63d8e0ba48c6f4c2544b009491c80201,0
3720,63d8e0ba48c6f4c2544b009491c80201,5
3867,63d8e0ba48c6f4c2544b009491c80201,6
4023,63d8e0ba48c6f4c2544b009491c80201,7
4024,63d8e0ba48c6f4c2544b009491c80201,10
4033,63d8e0ba48c6f4c2544b009491c80201,4
4163,63d8e0ba48c6f4c2544b009491c80201,1
836,757b2e3318f6a1c1d169aaedc7e0926d,5
1069,757b2e3318f6a1c1d169aaedc7e0926d,9
1325,757b2e3318f6a1c1d169aaedc7e0926d,8
1583,757b2e3318f6a1c1d169aaedc7e0926d,3
1498,757b2e3318f6a1c1d169aaedc7e0926d,1
1499,757b2e3318f6a1c1d169aaedc7e0926d,9
1518,757b2e3318f6a1c1d169aaedc7e0926d,1
1771,757b2e3318f6a1c1d169aaedc7e0926d,3
2185,757b2e3318f6a1c1d169aaedc7e0926d,3
2338,757b2e3318f6a1c1d169aaedc7e0926d,6
2437,757b2e3318f6a1c1d169aaedc7e0926d,10
2689,757b2e3318f6a1c1d169aaedc7e0926d,6
3039,757b2e3318f6a1c1d169aaedc7e0926d,7
3040,757b2e3318f6a1c1d169aaedc7e0926d,7
3042,757b2e3318f6a1c1d169aaedc7e0926d,7
3051,757b2e3318f6a1c1d169aaedc7e0926d,3
3128,757b2e3318f6a1c1d169aaedc7e0926d,9
3278,757b2e3318f6a1c1d169aaedc7e0926d,5
3351,757b2e3318f6a1c1d169aaedc7e0926d,4
3597,757b2e3318f6a1c1d169aaedc7e0926d,4
3720,757b2e3318f6a1c1d169aaedc7e0926d,7
3867,757b2e3318f6a1c1d169aaedc7e0926d,3
4023,757b2e3318f6a1c1d169aaedc7e0926d,10
4024,757b2e3318f6a1c1d169aaedc7e0926d,0
4033,757b2e3318f6a1c1d169aaedc7e0926d,8
4163,757b2e3318f6a1c1d169aaedc7e0926d,5
836,aa3d954f52d1ba099c33465f70c7b07f,2
1069,aa3d954f52d1ba099c33465f70c7b07f,9
1325,aa3d954f52d1ba099c33465f70c7b07f,2
1583,aa3d954f52d1ba099c33465f70c7b07f,8
1498,aa3d954f52d1ba099c33465f70c7b07f,0
1499,aa3d954f52d1ba099c33465f70c7b07f,9
1518,aa3d954f52d1ba099c33465f70c7b07f,4
1771,aa3d954f52d1ba099c33465f70c7b07f,2
2185,aa3d954f52d1ba099c33465f70c7b07f,1
2338,aa3d954f52d1ba099c33465f70c7b07f,10
2437,aa3d954f52d1ba099c33465f70c7b07f,0
2689,aa3d954f52d1ba099c33465f70c7b07f,5
3039,aa3d954f52d1ba099c33465f70c7b07f,2
3040,aa3d954f52d1ba099c33465f70c7b07f,1
3042,aa3d954f52d1ba099c33465f70c7b07f,3
3051,aa3d954f52d1ba099c33465f70c7b07f,3
3128,aa3d954f52d1ba099c33465f70c7b07f,7
3278,aa3d954f52d1ba099c33465f70c7b07f,8
3351,aa3d954f52d1ba099c33465f70c7b07f,5
3597,aa3d954f52d1ba099c33465f70c7b07f,5
3720,aa3d954f52d1ba099c33465f70c7b07f,4
3867,aa3d954f52d1ba099c33465f70c7b07f,0
4023,aa3d954f52d1ba099c33465f70c7b07f,2
4024,aa3d954f52d1ba099c33465f70c7b07f,5
4033,aa3d954f52d1ba099c33465f70c7b07f,10
4163,aa3d954f52d1ba099c33465f70c7b07f,9
836,1a9909c9653bb013238c67db278b73a5,4
1069,1a9909c9653bb013238c67db278b73a5,2
1325,1a9909c9653bb013238c67db278b73a5,9
1583,1a9909c9653bb013238c67db278b73a5,5
1498,1a9909c9653bb013238c67db278b73a5,4
1499,1a9909c9653bb013238c67db278b73a5,3
1518,1a9909c9653bb013238c67db278b73a5,0
1771,1a9909c9653bb013238c67db278b73a5,6
2185,1a9909c9653bb013238c67db278b73a5,7
2338,1a9909c9653bb013238c67db278b73a5,8
2437,1a9909c9653bb013238c67db278b73a5,2
2689,1a9909c9653bb013238c67db278b73a5,4
3039,1a9909c9653bb013238c67db278b73a5,9
3040,1a9909c9653bb013238c67db278b73a5,7
3042,1a9909c9653bb013238c67db278b73a5,3
3051,1a9909c9653bb013238c67db278b73a5,10
3128,1a9909c9653bb013238c67db278b73a5,1
3278,1a9909c9653bb013238c67db278b73a5,2
3351,1a9909c9653bb013238c67db278b73a5,10
3597,1a9909c9653bb013238c67db278b73a5,9
3720,1a9909c9653bb013238c67db278b73a5,8
3867,1a9909c9653bb013238c67db278b73a5,5
4023,1a9909c9653bb013238c67db278b73a5,8
4024,1a9909c9653bb013238c67db278b73a5,6
4033,1a9909c9653bb013238c67db278b73a5,8
4163,1a9909c9653bb013238c67db278b73a5,9
836,2d050bcfef33612032be98f42fb56777,10
1069,2d050bcfef33612032be98f42fb56777,2
1325,2d050bcfef33612032be98f42fb56777,0
1583,2d050bcfef33612032be98f42fb56777,6
1498,2d050bcfef33612032be98f42fb56777,8
1499,2d050bcfef33612032be98f42fb56777,9
1518,2d050bcfef33612032be98f42fb56777,8
1771,2d050bcfef33612032be98f42fb56777,2
2185,2d050bcfef33612032be98f42fb56777,9
2338,2d050bcfef33612032be98f42fb56777,5
2437,2d050bcfef33612032be98f42fb56777,0
2689,2d050bcfef33612032be98f42fb56777,7
3039,2d050bcfef33612032be98f42fb56777,4
3040,2d050bcfef33612032be98f42fb56777,5
3042,2d050bcfef33612032be98f42fb56777,9
3051,2d050bcfef33612032be98f42fb56777,0
3128,2d050bcfef33612032be98f42fb56777,3
3278,2d050bcfef33612032be98f42fb56777,4
3351,2d050bcfef33612032be98f42fb56777,8
3597,2d050bcfef33612032be98f42fb56777,5
3720,2d050bcfef33612032be98f42fb56777,10
3867,2d050bcfef33612032be98f42fb56777,2
4023,2d050bcfef33612032be98f42fb56777,4
4024,2d050bcfef33612032be98f42fb56777,9
4033,2d050bcfef33612032be98f42fb56777,10
4163,2d050bcfef33612032be98f42fb56777,3
836,26bdc24b321111474f630ec23f6c10e2,9
1069,26bdc24b321111474f630ec23f6c10e2,1
1325,26bdc24b321111474f630ec23f6c10e2,10
1583,26bdc24b321111474f630ec23f6c10e2,4
1498,26bdc24b321111474f630ec23f6c10e2,3
1499,26bdc24b321111474f630ec23f6c10e2,5
1518,26bdc24b321111474f630ec23f6c10e2,9
1771,26bdc24b321111474f630ec23f6c10e2,8
2185,26bdc24b321111474f630ec23f6c10e2,9
2338,26bdc24b321111474f630ec23f6c10e2,0
2437,26bdc24b321111474f630ec23f6c10e2,2
2689,26bdc24b321111474f630ec23f6c10e2,6
3039,26bdc24b321111474f630ec23f6c10e2,8
3040,26bdc24b321111474f630ec23f6c10e2,9
3042,26bdc24b321111474f630ec23f6c10e2,6
3051,26bdc24b321111474f630ec23f6c10e2,8
3128,26bdc24b321111474f630ec23f6c10e2,2
3278,26bdc24b321111474f630ec23f6c10e2,10
3351,26bdc24b321111474f630ec23f6c10e2,2
3597,26bdc24b321111474f630ec23f6c10e2,4
3720,26bdc24b321111474f630ec23f6c10e2,0
3867,26bdc24b321111474f630ec23f6c10e2,9
4023,26bdc24b321111474f630ec23f6c10e2,2
4024,26bdc24b321111474f630ec23f6c10e2,2
4033,26bdc24b321111474f630ec23f6c10e2,1
4163,26bdc24b321111474f630ec23f6c10e2,3
836,024b08a000f37dc921d9772a5b90cccb,0
1069,024b08a000f37dc921d9772a5b90cccb,2
1325,024b08a000f37dc921d9772a5b90cccb,10
1583,024b08a000f37dc921d9772a5b90cccb,2
1498,024b08a000f37dc921d9772a5b90cccb,8
1499,024b08a000f37dc921d9772a5b90cccb,6
1518,024b08a000f37dc921d9772a5b90cccb,9
1771,024b08a000f37dc921d9772a5b90cccb,6
2185,024b08a000f37dc921d9772a5b90cccb,7
2338,024b08a000f37dc921d9772a5b90cccb,0
2437,024b08a000f37dc921d9772a5b90cccb,3
2689,024b08a000f37dc921d9772a5b90cccb,0
3039,024b08a000f37dc921d9772a5b90cccb,7
3040,024b08a000f37dc921d9772a5b90cccb,7
3042,024b08a000f37dc921d9772a5b90cccb,1
3051,024b08a000f37dc921d9772a5b90cccb,5
3128,024b08a000f37dc921d9772a5b90cccb,3
3278,024b08a000f37dc921d9772a5b90cccb,2
3351,024b08a000f37dc921d9772a5b90cccb,1
3597,024b08a000f37dc921d9772a5b90cccb,8
3720,024b08a000f37dc921d9772a5b90cccb,10
3867,024b08a000f37dc921d9772a5b90cccb,5
4023,024b08a000f37dc921d9772a5b90cccb,3
4024,024b08a000f37dc921d9772a5b90cccb,2
4033,024b08a000f37dc921d9772a5b90cccb,4
4163,024b08a000f37dc921d9772a5b90cccb,9
836,efff78c054fe32e3188ea157afaad8e9,8
1069,efff78c054fe32e3188ea157afaad8e9,9
1325,efff78c054fe32e3188ea157afaad8e9,8
1583,efff78c054fe32e3188ea157afaad8e9,2
1498,efff78c054fe32e3188ea157afaad8e9,2
1499,efff78c054fe32e3188ea157afaad8e9,8
1518,efff78c054fe32e3188ea157afaad8e9,10
1771,efff78c054fe32e3188ea157afaad8e9,7
2185,efff78c054fe32e3188ea157afaad8e9,3
2338,efff78c054fe32e3188ea157afaad8e9,8
2437,efff78c054fe32e3188ea157afaad8e9,5
2689,efff78c054fe32e3188ea157afaad8e9,9
3039,efff78c054fe32e3188ea157afaad8e9,6
3040,efff78c054fe32e3188ea157afaad8e9,1
3042,efff78c054fe32e3188ea157afaad8e9,4
3051,efff78c054fe32e3188ea157afaad8e9,3
3128,efff78c054fe32e3188ea157afaad8e9,6
3278,efff78c054fe32e3188ea157afaad8e9,7
3351,efff78c054fe32e3188ea157afaad8e9,10
3597,efff78c054fe32e3188ea157afaad8e9,3
3720,efff78c054fe32e3188ea157afaad8e9,10
3867,efff78c054fe32e3188ea157afaad8e9,9
4023,efff78c054fe32e3188ea157afaad8e9,10
4024,efff78c054fe32e3188ea157afaad8e9,6
4033,efff78c054fe32e3188ea157afaad8e9,10
4163,efff78c054fe32e3188ea157afaad8e9,9
836,59ebaa5f6281f6c26853de53d36bf374,3
1069,59ebaa5f6281f6c26853de53d36bf374,2
1325,59ebaa5f6281f6c26853de53d36bf374,6
1583,59ebaa5f6281f6c26853de53d36bf374,10
1498,59ebaa5f6281f6c26853de53d36bf374,3
1499,59ebaa5f6281f6c26853de53d36bf374,9
1518,59ebaa5f6281f6c26853de53d36bf374,6
1771,59ebaa5f6281f6c26853de53d36bf374,4
2185,59ebaa5f6281f6c26853de53d36bf374,0
2338,59ebaa5f6281f6c26853de53d36bf374,8
2437,59ebaa5f6281f6c26853de53d36bf374,2
2689,59ebaa5f6281f6c26853de53d36bf374,7
3039,59ebaa5f6281f6c26853de53d36bf374,3
3040,59ebaa5f6281f6c26853de53d36bf374,7
3042,59ebaa5f6281f6c26853de53d36bf374,2
3051,59ebaa5f6281f6c26853de53d36bf374,0
3128,59ebaa5f6281f6c26853de53d36bf374,5
3278,59ebaa5f6281f6c26853de53d36bf374,7
3351,59ebaa5f6281f6c26853de53d36bf374,1
3597,59ebaa5f6281f6c26853de53d36bf374,1
3720,59ebaa5f6281f6c26853de53d36bf374,6
3867,59ebaa5f6281f6c26853de53d36bf374,8
4023,59ebaa5f6281f6c26853de53d36bf374,0
4024,59ebaa5f6281f6c26853de53d36bf374,7
4033,59ebaa5f6281f6c26853de53d36bf374,2
4163,59ebaa5f6281f6c26853de53d36bf374,0
836,45d3d073de6600b2cb26ea946396a854,2
1069,45d3d073de6600b2cb26ea946396a854,1
1325,45d3d073de6600b2cb26ea946396a854,1
1583,45d3d073de6600b2cb26ea946396a854,0
1498,45d3d073de6600b2cb26ea946396a854,6
1499,45d3d073de6600b2cb26ea946396a854,6
1518,45d3d073de6600b2cb26ea946396a854,10
1771,45d3d073de6600b2cb26ea946396a854,2
2185,45d3d073de6600b2cb26ea946396a854,3
2338,45d3d073de6600b2cb26ea946396a854,6
2437,45d3d073de6600b2cb26ea946396a854,1
2689,45d3d073de6600b2cb26ea946396a854,8
3039,45d3d073de6600b2cb26ea946396a854,7
3040,45d3d073de6600b2cb26ea946396a854,0
3042,45d3d073de6600b2cb26ea946396a854,3
3051,45d3d073de6600b2cb26ea946396a854,3
3128,45d3d073de6600b2cb26ea946396a854,3
3278,45d3d073de6600b2cb26ea946396a854,10
3351,45d3d073de6600b2cb26ea946396a854,9
3597,45d3d073de6600b2cb26ea946396a854,10
3720,45d3d073de6600b2cb26ea946396a854,8
3867,45d3d073de6600b2cb26ea946396a854,8
4023,45d3d073de6600b2cb26ea946396a854,1
4024,45d3d073de6600b2cb26ea946396a854,8
4033,45d3d073de6600b2cb26ea946396a854,6
4163,45d3d073de6600b2cb26ea946396a854,5
836,34eed507d9f7b2cddc8d4f2556770bc3,2
1069,34eed507d9f7b2cddc8d4f2556770bc3,0
1325,34eed507d9f7b2cddc8d4f2556770bc3,10
1583,34eed507d9f7b2cddc8d4f2556770bc3,10
1498,34eed507d9f7b2cddc8d4f2556770bc3,3
1499,34eed507d9f7b2cddc8d4f2556770bc3,10
1518,34eed507d9f7b2cddc8d4f2556770bc3,7
1771,34eed507d9f7b2cddc8d4f2556770bc3,9
2185,34eed507d9f7b2cddc8d4f2556770bc3,7
2338,34eed507d9f7b2cddc8d4f2556770bc3,1
2437,34eed507d9f7b2cddc8d4f2556770bc3,3
2689,34eed507d9f7b2cddc8d4f2556770bc3,3
3039,34eed507d9f7b2cddc8d4f2556770bc3,1
3040,34eed507d9f7b2cddc8d4f2556770bc3,8
3042,34eed507d9f7b2cddc8d4f2556770bc3,9
3051,34eed507d9f7b2cddc8d4f2556770bc3,8
3128,34eed507d9f7b2cddc8d4f2556770bc3,4
3278,34eed507d9f7b2cddc8d4f2556770bc3,5
3351,34eed507d9f7b2cddc8d4f2556770bc3,0
3597,34eed507d9f7b2cddc8d4f2556770bc3,0
3720,34eed507d9f7b2cddc8d4f2556770bc3,9
3867,34eed507d9f7b2cddc8d4f2556770bc3,7
4023,34eed507d9f7b2cddc8d4f2556770bc3,0
4024,34eed507d9f7b2cddc8d4f2556770bc3,4
4033,34eed507d9f7b2cddc8d4f2556770bc3,7
4163,34eed507d9f7b2cddc8d4f2556770bc3,6
836,e44010b4b17163d8ac39daa298c037a6,1
1069,e44010b4b17163d8ac39daa298c037a6,5
1325,e44010b4b17163d8ac39daa298c037a6,2
1583,e44010b4b17163d8ac39daa298c037a6,10
1498,e44010b4b17163d8ac39daa298c037a6,1
1499,e44010b4b17163d8ac39daa298c037a6,1
1518,e44010b4b17163d8ac39daa298c037a6,10
1771,e44010b4b17163d8ac39daa298c037a6,9
2185,e44010b4b17163d8ac39daa298c037a6,7
2338,e44010b4b17163d8ac39daa298c037a6,2
2437,e44010b4b17163d8ac39daa298c037a6,5
2689,e44010b4b17163d8ac39daa298c037a6,4
3039,e44010b4b17163d8ac39daa298c037a6,6
3040,e44010b4b17163d8ac39daa298c037a6,1
3042,e44010b4b17163d8ac39daa298c037a6,10
3051,e44010b4b17163d8ac39daa298c037a6,3
3128,e44010b4b17163d8ac39daa298c037a6,2
3278,e44010b4b17163d8ac39daa298c037a6,4
3351,e44010b4b17163d8ac39daa298c037a6,1
3597,e44010b4b17163d8ac39daa298c037a6,1
3720,e44010b4b17163d8ac39daa298c037a6,0
3867,e44010b4b17163d8ac39daa298c037a6,4
4023,e44010b4b17163d8ac39daa298c037a6,3
4024,e44010b4b17163d8ac39daa298c037a6,0
4033,e44010b4b17163d8ac39daa298c037a6,10
4163,e44010b4b17163d8ac39daa298c037a6,9
836,86dad013a49394881b1e6db35883fe75,2
1069,86dad013a49394881b1e6db35883fe75,7
1325,86dad013a49394881b1e6db35883fe75,9
1583,86dad013a49394881b1e6db35883fe75,7
1498,86dad013a49394881b1e6db35883fe75,10
1499,86dad013a49394881b1e6db35883fe75,5
1518,86dad013a49394881b1e6db35883fe75,2
1771,86dad013a49394881b1e6db35883fe75,7
2185,86dad013a49394881b1e6db35883fe75,3
2338,86dad013a49394881b1e6db35883fe75,4
2437,86dad013a49394881b1e6db35883fe75,10
2689,86dad013a49394881b1e6db35883fe75,4
3039,86dad013a49394881b1e6db35883fe75,7
3040,86dad013a49394881b1e6db35883fe75,4
3042,86dad013a49394881b1e6db35883fe75,8
3051,86dad013a49394881b1e6db35883fe75,8
3128,86dad013a49394881b1e6db35883fe75,3
3278,86dad013a49394881b1e6db35883fe75,9
3351,86dad013a49394881b1e6db35883fe75,0
3597,86dad013a49394881b1e6db35883fe75,9
3720,86dad013a49394881b1e6db35883fe75,0
3867,86dad013a49394881b1e6db35883fe75,8
4023,86dad013a49394881b1e6db35883fe75,6
4024,86dad013a49394881b1e6db35883fe75,3
4033,86dad013a49394881b1e6db35883fe75,3
4163,86dad013a49394881b1e6db35883fe75,2
836,f38a93476d628192a2aa410f7b12fe62,3
1069,f38a93476d628192a2aa410f7b12fe62,1
1325,f38a93476d628192a2aa410f7b12fe62,3
1583,f38a93476d628192a2aa410f7b12fe62,8
1498,f38a93476d628192a2aa410f7b12fe62,10
1499,f38a93476d628192a2aa410f7b12fe62,4
1518,f38a93476d628192a2aa410f7b12fe62,6
1771,f38a93476d628192a2aa410f7b12fe62,5
2185,f38a93476d628192a2aa410f7b12fe62,0
2338,f38a93476d628192a2aa410f7b12fe62,1
2437,f38a93476d628192a2aa410f7b12fe62,4
2689,f38a93476d628192a2aa410f7b12fe62,4
3039,f38a93476d628192a2aa410f7b12fe62,1
3040,f38a93476d628192a2aa410f7b12fe62,2
3042,f38a93476d628192a2aa410f7b12fe62,3
3051,f38a93476d628192a2aa410f7b12fe62,6
3128,f38a93476d628192a2aa410f7b12fe62,1
3278,f38a93476d628192a2aa410f7b12fe62,6
3351,f38a93476d628192a2aa410f7b12fe62,1
3597,f38a93476d628192a2aa410f7b12fe62,2
3720,f38a93476d628192a2aa410f7b12fe62,1
3867,f38a93476d628192a2aa410f7b12fe62,8
4023,f38a93476d628192a2aa410f7b12fe62,4
4024,f38a93476d628192a2aa410f7b12fe62,3
4033,f38a93476d628192a2aa410f7b12fe62,9
4163,f38a93476d628192a2aa410f7b12fe62,2
836,d746044222461ec448dfbaeb16e257fd,1
1069,d746044222461ec448dfbaeb16e257fd,3
1325,d746044222461ec448dfbaeb16e257fd,4
1583,d746044222461ec448dfbaeb16e257fd,1
1498,d746044222461ec448dfbaeb16e257fd,9
1499,d746044222461ec448dfbaeb16e257fd,6
1518,d746044222461ec448dfbaeb16e257fd,9
1771,d746044222461ec448dfbaeb16e257fd,4
2185,d746044222461ec448dfbaeb16e257fd,1
2338,d746044222461ec448dfbaeb16e257fd,10
2437,d746044222461ec448dfbaeb16e257fd,9
2689,d746044222461ec448dfbaeb16e257fd,10
3039,d746044222461ec448dfbaeb16e257fd,10
3040,d746044222461ec448dfbaeb16e257fd,4
3042,d746044222461ec448dfbaeb16e257fd,0
3051,d746044222461ec448dfbaeb16e257fd,5
3128,d746044222461ec448dfbaeb16e257fd,9
3278,d746044222461ec448dfbaeb16e257fd,5
3351,d746044222461ec448dfbaeb16e257fd,10
3597,d746044222461ec448dfbaeb16e257fd,5
3720,d746044222461ec448dfbaeb16e257fd,4
3867,d746044222461ec448dfbaeb16e257fd,4
4023,d746044222461ec448dfbaeb16e257fd,4
4024,d746044222461ec448dfbaeb16e257fd,4
4033,d746044222461ec448dfbaeb16e257fd,8
4163,d746044222461ec448dfbaeb16e257fd,10
836,673e612c3cc102bb35ffc9fccd45e1f6,6
1069,673e612c3cc102bb35ffc9fccd45e1f6,4
1325,673e612c3cc102bb35ffc9fccd45e1f6,6
1583,673e612c3cc102bb35ffc9fccd45e1f6,10
1498,673e612c3cc102bb35ffc9fccd45e1f6,10
1499,673e612c3cc102bb35ffc9fccd45e1f6,10
1518,673e612c3cc102bb35ffc9fccd45e1f6,3
1771,673e612c3cc102bb35ffc9fccd45e1f6,6
2185,673e612c3cc102bb35ffc9fccd45e1f6,4
2338,673e612c3cc102bb35ffc9fccd45e1f6,0
2437,673e612c3cc102bb35ffc9fccd45e1f6,6
2689,673e612c3cc102bb35ffc9fccd45e1f6,1
3039,673e612c3cc102bb35ffc9fccd45e1f6,0
3040,673e612c3cc102bb35ffc9fccd45e1f6,4
3042,673e612c3cc102bb35ffc9fccd45e1f6,6
3051,673e612c3cc102bb35ffc9fccd45e1f6,7
3128,673e612c3cc102bb35ffc9fccd45e1f6,5
3278,673e612c3cc102bb35ffc9fccd45e1f6,9
3351,673e612c3cc102bb35ffc9fccd45e1f6,6
3597,673e612c3cc102bb35ffc9fccd45e1f6,8
3720,673e612c3cc102bb35ffc9fccd45e1f6,2
3867,673e612c3cc102bb35ffc9fccd45e1f6,8
4023,673e612c3cc102bb35ffc9fccd45e1f6,6
4024,673e612c3cc102bb35ffc9fccd45e1f6,5
4033,673e612c3cc102bb35ffc9fccd45e1f6,0
4163,673e612c3cc102bb35ffc9fccd45e1f6,8
836,1f993d4a344e38456c370abf9d9a2e2a,1
1069,1f993d4a344e38456c370abf9d9a2e2a,6
1325,1f993d4a344e38456c370abf9d9a2e2a,3
1583,1f993d4a344e38456c370abf9d9a2e2a,0
1498,1f993d4a344e38456c370abf9d9a2e2a,7
1499,1f993d4a344e38456c370abf9d9a2e2a,7
1518,1f993d4a344e38456c370abf9d9a2e2a,9
1771,1f993d4a344e38456c370abf9d9a2e2a,4
2185,1f993d4a344e38456c370abf9d9a2e2a,9
2338,1f993d4a344e38456c370abf9d9a2e2a,3
2437,1f993d4a344e38456c370abf9d9a2e2a,10
2689,1f993d4a344e38456c370abf9d9a2e2a,10
3039,1f993d4a344e38456c370abf9d9a2e2a,1
3040,1f993d4a344e38456c370abf9d9a2e2a,9
3042,1f993d4a344e38456c370abf9d9a2e2a,7
3051,1f993d4a344e38456c370abf9d9a2e2a,1
3128,1f993d4a344e38456c370abf9d9a2e2a,0
3278,1f993d4a344e38456c370abf9d9a2e2a,8
3351,1f993d4a344e38456c370abf9d9a2e2a,6
3597,1f993d4a344e38456c370abf9d9a2e2a,9
3720,1f993d4a344e38456c370abf9d9a2e2a,10
3867,1f993d4a344e38456c370abf9d9a2e2a,4
4023,1f993d4a344e38456c370abf9d9a2e2a,10
4024,1f993d4a344e38456c370abf9d9a2e2a,0
4033,1f993d4a344e38456c370abf9d9a2e2a,6
4163,1f993d4a344e38456c370abf9d9a2e2a,1
836,1c07434e899a801f00963ad9b9ffeead,10
1069,1c07434e899a801f00963ad9b9ffeead,10
1325,1c07434e899a801f00963ad9b9ffeead,3
1583,1c07434e899a801f00963ad9b9ffeead,8
1498,1c07434e899a801f00963ad9b9ffeead,6
1499,1c07434e899a801f00963ad9b9ffeead,7
1518,1c07434e899a801f00963ad9b9ffeead,2
1771,1c07434e899a801f00963ad9b9ffeead,0
2185,1c07434e899a801f00963ad9b9ffeead,8
2338,1c07434e899a801f00963ad9b9ffeead,7
2437,1c07434e899a801f00963ad9b9ffeead,5
2689,1c07434e899a801f00963ad9b9ffeead,6
3039,1c07434e899a801f00963ad9b9ffeead,4
3040,1c07434e899a801f00963ad9b9ffeead,10
